"sightDate","year","time","quad","fishArea","lat","long","count","comments","channel","source"
"4/22/16",2016,"12:02",384,"8",48.02,-122.31,1,"Patch (#49), #21 off Gedney and Camano Head, #723 and #383 south of Gedney","orca network","reliable"
"3/11/17",2017,"",384,"8",48.02,-122.31,2,"Patch (#49) and #56","orca network","reliable"
"4/29/18",2018,"",386,"8",47.96,-122.29,1,"Patch (#49)","orca network","reliable"
"5/10/19",2019,"10:00",384,"8",48.02,-122.31,2,"Patch","orca network","reliable"
"5/7/19",2019,"",384,"8",48.02,-122.31,2,"Patch","orca network","reliable"
"4/9/17",2017,"11:39",375,"8",48.18,-122.55,1,"Patch","orca network","reliable"
"4/9/17",2017,"11:33",375,"8",48.18,-122.55,1,"Patch","orca network","public"
"3/26/17",2017,"11:20",383,"8",48.06,-122.4,1,"Patch","hotline","public"
"3/18/17",2017,"14:18",375,"8",48.18,-122.55,1,"Patch","hotline","public"
"3/9/17",2017,"12:30",384,"8",48.02,-122.31,1,"Patch","orca network","public"
"3/5/17",2017,"11:57",378,"8",48.13,-122.38,1,"Patch","orca network","reliable"
"5/2/20",2020,"13:30",383,"8",48.06,-122.4,2,"Orca Network confirmed Earhart in two of the photos","orca network","public"
"5/20/19",2019,"9:50",381,"8",48.1,-122.44,2,"One was Patch","orca network","public"
"3/25/15",2015,"12:40",384,"8",48.02,-122.31,3,"one was #22","orca network","reliable"
"3/22/17",2017,"12:15",378,"8",48.13,-122.38,1,"One is 53","orca network","reliable"
"7/6/17",2017,"14:20",219,"7",48.48,-122.69,2,"One identified CRC698.","orca network","public"
"3/19/19",2019,"17:45",373,"8",48.23,-122.67,2,"NS CRC-44, NPS CRC-56. 0.5mi from pier NW side of Penn Cove.","orca network","reliable"
"3/22/19",2019,"11:16",398,"9",47.89,-122.36,1,"NPS-44.  1/4 mile offshore on Whidbey side headed towards Possession Point.","orca network","reliable"
"3/22/19",2019,"",398,"9",47.89,-122.36,1,"NPS-44 Dubknuck","orca network","reliable"
"3/19/19",2019,"18:28",373,"8",48.23,-122.67,2,"NPS CRC-44, NPS CRC-56.  North of midchannel, Penn Cove","orca network","reliable"
"3/19/19",2019,"",373,"8",48.23,-122.67,2,"NPS CRC-44, NPS CRC-56 north side of Penn Cove","orca network","reliable"
"3/19/19",2019,"18:50",373,"8",48.23,-122.67,2,"NPS CRC-44, CRC-56.  End sighting 19:30.","orca network","reliable"
"1/24/19",2019,"15:50",386,"8",47.96,-122.29,1,"Mukilteo ferry crossing. ID: NPS-53","orca network","public"
"7/4/14",2014,"10:30",221,"7",48.44,-122.76,2,"mother and calf?","other","ww"
"1/21/15",2015,"16:51",410,"10",47.59,-122.43,1,"Most likely Gray Whale","orca network","public"
"1/19/19",2019,"",247,"6",48.32,-122.71,1,"Morning, feeding between Hat and Whidbey. ID CRC 53 (Little Patch) by Alie Perez Cascadia Research","orca network","reliable"
"3/26/13",2013,"9:30",383,"8",48.06,-122.4,1,"Might have been #44","orca network","reliable"
"5/5/19",2019,"19:30",385,"8",48.01,-122.22,2,"maybe more than 2","orca network","public"
"5/6/18",2018,"9:39",386,"8",47.96,-122.29,3,"Little Patch, Earhart, and one other","orca network","reliable"
"12/22/21",2021,"13:06",383,"8",48.06,-122.4,1,"Little Patch #53","orca network","public"
"12/22/21",2021,"12:25",383,"8",48.06,-122.4,1,"Little Patch #53","orca network","reliable"
"12/21/21",2021,"14:00",381,"8",48.1,-122.44,1,"Little Patch","orca network","public"
"12/21/21",2021,"14:15",381,"8",48.1,-122.44,1,"Little Patch","orca network","reliable"
"12/17/21",2021,"12:45",381,"8",48.1,-122.44,1,"Little Patch","orca network","reliable"
"5/18/18",2018,"13:30",350,"6",48.19,-123.16,1,"Little Patch","orca network","reliable"
"5/18/18",2018,"",181,"7",48.5,-123.17,1,"Little Patch","orca network","reliable"
"8/18/18",2018,"12:55",384,"8",48.02,-122.31,1,"Likely PCFG #185, who has remained here feeding for months","orca network","reliable"
"3/22/19",2019,"12:00",398,"9",47.89,-122.36,1,"Likely NPS-44","orca network","reliable"
"3/20/19",2019,"8:15",372,"8",48.27,-122.56,1,"Likely CRC-44","orca network","reliable"
"3/20/15",2015,"12:00",386,"8",47.96,-122.29,3,"Is: 49, 356, 22","orca network","reliable"
"4/10/20",2020,"",368,"8",48.32,-122.47,1,"IS: #723 Lucyfer","orca network",""
"2/28/19",2019,"12:15",420,"11",47.33,-122.44,1,"Individual does not match any known gray IDs currently in the sound (49,53, 185, 2246) per Alie Perez, Cascadia Research","orca network","public"
"3/12/15",2015,"17:05",386,"8",47.96,-122.29,4,"Including #723","orca network","reliable"
"1/23/22",2022,"13:17",222,"6",48.4,-122.69,2,"In the same spot for the past two days","orca network","public"
"4/16/20",2020,"",383,"8",48.06,-122.4,2,"IDs:#383, #22 ""Earhart"", #21 ""Shackleton""","orca network","reliable"
"2/15/21",2021,"13:10",374,"8",48.23,-122.57,1,"IDs: suspected 53 (little patch)","orca network","public"
"3/29/22",2022,"11:30",378,"8",48.13,-122.38,2,"IDs: Shack and Earhart","orca network","public"
"5/21/16",2016,"14:25",386,"8",47.96,-122.29,1,"IDs: possibly 723 (Alisa Lemire Brooks)","orca network","public"
"3/3/22",2022,"14:23",380,"8",48.06,-122.52,2,"IDs: PCFG 185 and 723","orca network","reliable"
"4/14/13",2013,"10:35",381,"8",48.1,-122.44,2,"Ids: Patch and one other (#49 and #21)","other","ww"
"4/13/14",2014,"11:44",384,"8",48.02,-122.31,1,"Ids: Patch","orca network","reliable"
"4/13/14",2014,"10:00",384,"8",48.02,-122.31,1,"Ids: Patch","orca network","ww"
"7/7/20",2020,"19:35",372,"8",48.27,-122.56,1,"IDs: Newbie 2356","orca network","public"
"7/7/20",2020,"17:30",372,"8",48.27,-122.56,1,"IDs: Newbie 2356","orca network","public"
"3/15/22",2022,"15:00",366,"8",48.41,-122.57,3,"IDs: Little Patch CRC53, CRC56, CRC44","orca network","reliable"
"1/17/22",2022,"16:30",381,"8",48.1,-122.44,1,"IDs: Little Patch","orca network","reliable"
"1/9/22",2022,"13:30",381,"8",48.1,-122.44,2,"IDs: Little Patch","orca network","reliable"
"1/6/22",2022,"9:28",379,"8",48.12,-122.52,1,"IDs: Little Patch","orca network","reliable"
"1/5/22",2022,"10:26",379,"8",48.12,-122.52,1,"IDs: Little Patch","orca network","reliable"
"1/5/22",2022,"9:45",379,"8",48.12,-122.52,1,"IDs: Little Patch","orca network","public"
"6/11/19",2019,"18:53",376,"8",48.21,-122.38,1,"Ids: Likely Shackleton,","orca network","reliable"
"6/11/19",2019,"11:42",375,"8",48.18,-122.55,1,"IDs: Likely Shackleton","orca network","public"
"6/24/19",2019,"",386,"8",47.96,-122.29,1,"IDs: Likely CRC2256","orca network","public"
"6/22/19",2019,"",246,"6",48.36,-122.69,1,"IDs: Likely CRC2252","orca network","reliable"
"6/22/19",2019,"12:00",246,"6",48.36,-122.69,1,"IDs: Likely CRC2252","orca network","reliable"
"2/24/21",2021,"12:30",375,"8",48.18,-122.55,1,"IDs: Likely 53 (little patch)","orca network","reliable"
"2/24/21",2021,"10:30",379,"8",48.12,-122.52,1,"IDs: Likely 53","orca network","reliable"
"2/23/21",2021,"18:04",380,"8",48.06,-122.52,1,"IDs: Likely 53","orca network","reliable"
"2/23/21",2021,"17:47",379,"8",48.12,-122.52,1,"IDs: Likely 53","orca network","reliable"
"2/24/22",2022,"13:30",384,"8",48.02,-122.31,1,"IDs: First confirmation of annual arrival of North Puget Sound Grey Whale 723","orca network","public"
"2/26/22",2022,"14:50",378,"8",48.13,-122.38,2,"IDs: Earhart","orca network","public"
"2/12/22",2022,"12:42",384,"8",48.02,-122.31,2,"IDs: Earhart","orca network","reliable"
"2/12/22",2022,"9:25",386,"8",47.96,-122.29,1,"IDs: Earhart","orca network","reliable"
"2/5/22",2022,"14:46",383,"8",48.06,-122.4,1,"IDs: Earhart","orca network","reliable"
"3/10/22",2022,"12:08",383,"8",48.06,-122.4,1,"IDs: Dubknuck","orca network","reliable"
"4/25/20",2020,"",384,"8",48.02,-122.31,2,"IDs: CRCID #44 and CRCID#383","orca network","public"
"4/17/20",2020,"10:36",375,"8",48.18,-122.55,1,"IDs: CRCID #2259","orca network","public"
"4/5/20",2020,"",373,"8",48.23,-122.67,1,"IDs: CRCID #2259","orca network","reliable"
"4/27/20",2020,"13:03",372,"8",48.27,-122.56,1,"IDs: CRCID #22","orca network","public"
"4/1/22",2022,"10:29",182,"19C",48.44,-123.28,2,"IDs: CRC766 and CRC2442","orca network","public"
"6/3/22",2022,"15:11",179,"19C",48.51,-123.32,1,"IDs: CRC766","orca network","public"
"3/31/22",2022,"14:00",182,"19C",48.44,-123.28,2,"IDs: CRC766","orca network","reliable"
"3/23/22",2022,"11:30",182,"19C",48.44,-123.28,2,"IDs: CRC766","orca network","reliable"
"3/22/22",2022,"14:00",179,"19C",48.51,-123.32,1,"IDs: CRC766","orca network","reliable"
"4/21/20",2020,"15:54",375,"8",48.18,-122.55,1,"IDs: CRC723 Lucyfer","orca network","public"
"3/21/22",2022,"11:33",381,"8",48.1,-122.44,2,"IDs: CRC723 and CRC531","orca network","reliable"
"3/6/22",2022,"13:00",375,"8",48.18,-122.55,2,"IDs: CRC723 and CRC531","orca network","reliable"
"3/7/22",2022,"11:33",378,"8",48.13,-122.38,2,"IDs: CRC723 and CRC2249","orca network","reliable"
"3/6/22",2022,"10:30",379,"8",48.12,-122.52,2,"IDs: CRC723","orca network","reliable"
"5/7/22",2022,"18:24",368,"8",48.32,-122.47,2,"IDs: CRC56, CRC2356","orca network","reliable"
"3/1/22",2022,"15:30",372,"8",48.27,-122.56,2,"IDs: CRC56 and CRC723","orca network","public"
"2/10/22",2022,"13:00",372,"8",48.27,-122.56,2,"IDs: CRC56 and CRC53","orca network","public"
"5/28/22",2022,"16:45",377,"8",48.17,-122.4,1,"IDs: CRC56","orca network","reliable"
"3/7/22",2022,"12:15",384,"8",48.02,-122.31,1,"IDs: CRC531, CRC383, CRC2362","orca network","reliable"
"4/15/22",2022,"11:50",385,"8",48.01,-122.22,3,"IDs: CRC531, CRC2259, unk","orca network","reliable"
"4/6/22",2022,"9:00",384,"8",48.02,-122.31,1,"IDS: CRC531, CRC2259","orca network","reliable"
"4/8/22",2022,"12:30",384,"8",48.02,-122.31,3,"IDs: CRC531, 2362, 2259","orca network","reliable"
"3/6/22",2022,"12:17",379,"8",48.12,-122.52,2,"IDs: CRC531 and CRC723","orca network","reliable"
"3/25/22",2022,"12:40",384,"8",48.02,-122.31,2,"IDs: CRC531 and CRC22","orca network","reliable"
"4/24/22",2022,"17:58",384,"8",48.02,-122.31,1,"IDs: CRC531","orca network","public"
"4/24/22",2022,"10:20",384,"8",48.02,-122.31,1,"IDs: CRC531","orca network","public"
"4/2/22",2022,"10:00",384,"8",48.02,-122.31,1,"IDs: CRC531","orca network","reliable"
"3/20/22",2022,"7:30",381,"8",48.1,-122.44,1,"IDs: CRC531","orca network","public"
"3/15/22",2022,"14:37",371,"8",48.27,-122.45,3,"IDs: CRC53, CRC56, CRC44","orca network","public"
"5/26/22",2022,"10:49",389,"9",48.09,-122.63,2,"IDs: CRC53, CRC2362","orca network","reliable"
"5/17/22",2022,"12:14",371,"8",48.27,-122.45,4,"IDs: CRC53, CRC2259, CRC2356, CRC56","orca network","reliable"
"2/8/22",2022,"16:20",386,"8",47.96,-122.29,1,"IDs: CRC53 Little Patch","orca network","public"
"1/4/22",2022,"14:50",379,"8",48.12,-122.52,1,"IDs: CRC53 Little Patch","orca network","reliable"
"2/21/22",2022,"13:04",374,"8",48.23,-122.57,2,"IDs: CRC53 and CRC56","orca network","public"
"2/16/22",2022,"15:50",372,"8",48.27,-122.56,2,"IDs: CRC53 and CRC56","orca network","public"
"3/5/22",2022,"11:40",384,"8",48.02,-122.31,2,"IDs: CRC53 and CRC2249","orca network","reliable"
"1/28/22",2022,"14:30",383,"8",48.06,-122.4,2,"IDs: CRC53 and CRC22","orca network","reliable"
"1/16/22",2022,"12:50",383,"8",48.06,-122.4,1,"Ids: CRC53 ""Little Patch""","orca network","public"
"2/20/22",2022,"12:50",374,"8",48.23,-122.57,1,"IDs: CRC53","orca network","public"
"2/19/22",2022,"9:50",372,"8",48.27,-122.56,1,"IDs: CRC53","orca network","public"
"2/5/22",2022,"11:11",381,"8",48.1,-122.44,1,"IDs: CRC53","orca network","reliable"
"3/15/22",2022,"12:30",374,"8",48.23,-122.57,1,"IDs: CRC44 Dubknuck","orca network","reliable"
"3/29/22",2022,"12:55",398,"9",47.89,-122.36,1,"IDs: CRC44","orca network","reliable"
"4/25/22",2022,"12:00",384,"8",48.02,-122.31,3,"IDs: CRC383, CRC531, CRC2362","orca network","reliable"
"4/1/22",2022,"12:16",384,"8",48.02,-122.31,2,"IDs: CRC383, CRC531","orca network","reliable"
"4/24/22",2022,"11:20",384,"8",48.02,-122.31,2,"IDs: CRC383, CRC2362","orca network","reliable"
"3/18/22",2022,"12:20",381,"8",48.1,-122.44,3,"IDs: CRC383, CRC22, CRC21","orca network","owatch"
"4/17/22",2022,"13:25",384,"8",48.02,-122.31,2,"IDs: CRC383, CRC22","orca network","public"
"3/26/22",2022,"12:30",381,"8",48.1,-122.44,2,"IDs: CRC383 and CRC531","orca network","reliable"
"3/25/22",2022,"11:20",386,"8",47.96,-122.29,2,"IDs: CRC383 and CRC2362","orca network","reliable"
"3/20/22",2022,"12:30",384,"8",48.02,-122.31,2,"IDs: CRC383 and CRC2362","orca network","reliable"
"5/5/22",2022,"14:17",378,"8",48.13,-122.38,1,"IDs: CRC383","orca network","public"
"4/18/22",2022,"11:25",384,"8",48.02,-122.31,1,"IDs: CRC383","orca network","reliable"
"4/5/22",2022,"12:00",384,"8",48.02,-122.31,1,"IDS: CRC383","orca network","reliable"
"3/29/22",2022,"12:30",386,"8",47.96,-122.29,1,"IDs: CRC383","orca network","reliable"
"3/12/22",2022,"13:23",381,"8",48.1,-122.44,1,"IDs: CRC383","orca network","reliable"
"3/12/22",2022,"11:35",381,"8",48.1,-122.44,1,"IDs: CRC383","orca network","reliable"
"4/29/22",2022,"11:58",384,"8",48.02,-122.31,8,"IDs: CRC356, CRC2356, CRC22, CRC531, CRC383","orca network","reliable"
"5/14/22",2022,"11:23",391,"9",48.04,-122.74,1,"IDs: CRC2447","orca network","reliable"
"4/24/22",2022,"14:00",247,"6",48.32,-122.71,1,"IDs: CRC2445 id by Alie Perez","orca network","public"
"7/3/22",2022,"12:45",385,"8",48.01,-122.22,1,"IDs: CRC2441","orca network","reliable"
"6/21/22",2022,"11:16",222,"6",48.4,-122.69,2,"IDs: CRC2441","orca network","reliable"
"6/20/22",2022,"11:15",222,"6",48.4,-122.69,1,"IDs: CRC2441","orca network","reliable"
"6/13/22",2022,"11:25",384,"8",48.02,-122.31,1,"IDs: CRC2441","orca network","reliable"
"3/15/22",2022,"9:43",214,"7",48.52,-122.65,1,"IDs: CRC2441","orca network","reliable"
"3/6/22",2022,"8:06",222,"6",48.4,-122.69,1,"IDs: CRC2441","orca network","public"
"8/22/22",2022,"11:00",385,"8",48.01,-122.22,1,"IDs: CRC2440","hotline","public"
"8/13/22",2022,"7:30",379,"8",48.12,-122.52,1,"IDs: CRC2440","orca network","public"
"7/23/22",2022,"7:25",380,"8",48.06,-122.52,1,"IDs: CRC2440","orca network","public"
"7/22/22",2022,"17:15",380,"8",48.06,-122.52,1,"IDs: CRC2440","orca network","reliable"
"7/19/22",2022,"16:51",386,"8",47.96,-122.29,1,"IDs: CRC2440","orca network","reliable"
"7/19/22",2022,"14:14",385,"8",48.01,-122.22,1,"IDs: CRC2440","orca network","public"
"7/4/22",2022,"16:52",375,"8",48.18,-122.55,1,"Ids: CRC2440","orca network","reliable"
"7/2/22",2022,"17:10",373,"8",48.23,-122.67,1,"IDs: CRC2440","orca network","reliable"
"6/29/22",2022,"5:35",380,"8",48.06,-122.52,1,"IDs: CRC2440","orca network","public"
"6/13/22",2022,"15:45",373,"8",48.23,-122.67,1,"IDs: CRC2440","orca network","reliable"
"6/11/22",2022,"12:45",371,"8",48.27,-122.45,1,"IDs: CRC2440","orca network","reliable"
"6/8/22",2022,"15:00",372,"8",48.27,-122.56,1,"IDs: CRC2440","orca network","reliable"
"6/8/22",2022,"10:30",372,"8",48.27,-122.56,1,"Ids: CRC2440","orca network","public"
"6/5/22",2022,"16:15",372,"8",48.27,-122.56,1,"IDs: CRC2440","orca network","reliable"
"6/4/22",2022,"14:00",372,"8",48.27,-122.56,1,"IDs: CRC2440","orca network","reliable"
"6/2/22",2022,"14:00",372,"8",48.27,-122.56,1,"IDs: CRC2440","orca network","reliable"
"5/31/22",2022,"12:45",372,"8",48.27,-122.56,1,"Ids: CRC2440","orca network","reliable"
"5/30/22",2022,"20:25",372,"8",48.27,-122.56,1,"IDs: CRC2440","orca network","reliable"
"5/28/22",2022,"11:00",375,"8",48.18,-122.55,1,"IDs: CRC2440","orca network","public"
"5/24/22",2022,"12:45",373,"8",48.23,-122.67,1,"IDs: CRC2440","orca network","reliable"
"5/23/22",2022,"19:00",373,"8",48.23,-122.67,1,"IDs: CRC2440","orca network","reliable"
"5/23/22",2022,"14:33",373,"8",48.23,-122.67,2,"IDs: CRC2440","orca network","reliable"
"5/20/22",2022,"10:30",372,"8",48.27,-122.56,1,"IDs: CRC2440","orca network","reliable"
"5/19/22",2022,"13:45",372,"8",48.27,-122.56,1,"IDs: CRC2440","orca network","reliable"
"5/19/22",2022,"13:00",371,"8",48.27,-122.45,3,"IDs: CRC2440","orca network","reliable"
"5/17/22",2022,"12:37",372,"8",48.27,-122.56,2,"IDs: CRC2440","orca network","reliable"
"5/8/22",2022,"14:45",372,"8",48.27,-122.56,1,"IDs: CRC2440","orca network","reliable"
"5/7/22",2022,"18:00",368,"8",48.32,-122.47,1,"IDs: CRC2440","orca network","reliable"
"4/22/22",2022,"9:00",222,"6",48.4,-122.69,1,"IDs: CRC2440","orca network","public"
"2/12/22",2022,"14:15",177,"19C",48.56,-123.29,1,"IDs: CRC2440","orca network","public"
"3/9/22",2022,"9:20",181,"7",48.5,-123.17,1,"IDs: CRC2383","orca network","public"
"4/10/22",2022,"11:20",384,"8",48.02,-122.31,2,"IDs: CRC2362, CRC22","orca network","reliable"
"5/24/22",2022,"13:55",412,"10",47.54,-122.49,1,"IDs: CRC2362","orca network","reliable"
"5/23/22",2022,"13:35",373,"8",48.23,-122.67,1,"Ids: CRC2362","orca network","reliable"
"4/26/22",2022,"11:15",386,"8",47.96,-122.29,1,"IDs: CRC2362","orca network","reliable"
"4/17/22",2022,"15:37",384,"8",48.02,-122.31,2,"IDs: CRC2362","orca network","public"
"4/16/22",2022,"12:25",384,"8",48.02,-122.31,1,"IDs: CRC2362","orca network","reliable"
"4/9/22",2022,"11:20",384,"8",48.02,-122.31,1,"IDs: CRC2362","orca network","reliable"
"3/27/22",2022,"11:45",382,"8",48.08,-122.33,1,"IDs: CRC2362","orca network","reliable"
"3/26/22",2022,"11:30",384,"8",48.02,-122.31,1,"IDs: CRC2362","orca network","reliable"
"3/21/22",2022,"11:00",384,"8",48.02,-122.31,1,"IDs: CRC2362","email","reliable"
"3/15/22",2022,"11:25",384,"8",48.02,-122.31,1,"IDs: CRC2362","orca network","reliable"
"6/24/22",2022,"15:08",394,"9",47.98,-122.56,2,"IDs: CRC2356","orca network","reliable"
"6/10/22",2022,"10:42",396,"9",47.95,-122.47,1,"IDs: CRC2356","orca network","reliable"
"5/21/22",2022,"12:20",384,"8",48.02,-122.31,1,"IDs: CRC2356","orca network","reliable"
"5/11/22",2022,"20:00",372,"8",48.27,-122.56,1,"IDs: CRC2356","orca network","reliable"
"5/10/22",2022,"14:25",372,"8",48.27,-122.56,1,"IDs: CRC2356","orca network","reliable"
"5/8/22",2022,"18:15",372,"8",48.27,-122.56,1,"IDs: CRC2356","orca network","reliable"
"5/3/22",2022,"19:45",372,"8",48.27,-122.56,1,"IDs: CRC2356","orca network","reliable"
"3/18/22",2022,"11:15",384,"8",48.02,-122.31,2,"IDs: CRC2259 and CRC2356","orca network","reliable"
"5/23/22",2022,"12:10",398,"9",47.89,-122.36,1,"IDs: CRC2259","orca network","reliable"
"5/10/22",2022,"12:20",384,"8",48.02,-122.31,1,"IDs: CRC2259","orca network","reliable"
"4/16/22",2022,"12:00",384,"8",48.02,-122.31,1,"IDs: CRC2259","orca network","reliable"
"4/5/22",2022,"12:30",384,"8",48.02,-122.31,1,"IDs: CRC2259","orca network","reliable"
"3/16/22",2022,"12:29",386,"8",47.96,-122.29,1,"IDs: CRC2259","orca network","reliable"
"3/10/22",2022,"11:42",264,"20C",48.35,-123.72,1,"IDs: CRC2259","orca network","reliable"
"3/9/22",2022,"17:00",222,"6",48.4,-122.69,1,"IDs: CRC2259","orca network","public"
"5/20/22",2022,"11:48",384,"8",48.02,-122.31,1,"IDs: CRC2246","orca network","reliable"
"4/30/22",2022,"11:20",248,"6",48.31,-122.76,2,"IDs: CRC2240","orca network","reliable"
"5/9/22",2022,"12:40",384,"8",48.02,-122.31,2,"IDs: CRC22, CRC531, CRC2362","orca network","reliable"
"4/14/22",2022,"11:24",384,"8",48.02,-122.31,2,"IDs: CRC22, CRC531","orca network","reliable"
"4/8/22",2022,"12:00",384,"8",48.02,-122.31,2,"IDs: CRC22, CRC383","orca network","reliable"
"5/7/22",2022,"12:56",384,"8",48.02,-122.31,2,"IDs: CRC22, CRC2362","orca network","reliable"
"5/26/22",2022,"15:00",378,"8",48.13,-122.38,2,"IDs: CRC22, CRC21","orca network","public"
"4/4/22",2022,"11:45",384,"8",48.02,-122.31,2,"IDs: CRC22, CRC21","orca network","reliable"
"3/6/22",2022,"11:15",384,"8",48.02,-122.31,3,"IDs: CRC22, 2356, 2362","orca network","reliable"
"2/8/22",2022,"12:00",381,"8",48.1,-122.44,2,"IDs: CRC22 Earhart","orca network","public"
"3/20/22",2022,"12:00",384,"8",48.02,-122.31,2,"IDs: CRC22 and CRC2356","orca network","reliable"
"3/19/22",2022,"12:35",384,"8",48.02,-122.31,2,"IDs: CRC22 and CRC2356","orca network","reliable"
